prompt,seed,case_number,source,coco_id
A person holding an umbrella walking across a road.,51097,16939,coco_30k_10k.csv,499374
Two men enjoy glasses of beer at a gathering.,97140,16944,coco_30k_10k.csv,328730
A dog wearing a yellow bandanna sitting on a log during a hike,79836,16990,coco_30k_10k.csv,290355
A single cow laying in a grassy field,56956,16996,coco_30k_10k.csv,22168
some people sitting and standing on the beach,89170,17004,coco_30k_10k.csv,535608
a cat laying on a luggage bag on the ground,27582,17006,coco_30k_10k.csv,84650
A small dog that is sitting in a sailboat panting.,16886,17009,coco_30k_10k.csv,112677
Many cows are fenced into the green plains.,58872,17010,coco_30k_10k.csv,150016
A black cat laying on top of a piece of luggage.,40728,17015,coco_30k_10k.csv,535080
A boat that is sitting in the water.,33110,17018,coco_30k_10k.csv,229014
A red table topped with a laptop and a monitor.,23497,17059,coco_30k_10k.csv,426205
The pick up truck is plowing the snow.,67690,17088,coco_30k_10k.csv,9769
A woman holding a child on her hip in the water,40737,17100,coco_30k_10k.csv,149446
a building sits in front of a parking meter,19232,17116,coco_30k_10k.csv,417265
A parked truck in a parking lot next to a tree.,43384,17117,coco_30k_10k.csv,386525
A cat with it's head inside of a brown shoe.,58661,17141,coco_30k_10k.csv,84312
A herd of elephants walking down a dirt road.,30603,17154,coco_30k_10k.csv,115749
The man in a sweater vest is smiling for a pose.,52391,17155,coco_30k_10k.csv,379585
a giant bear standing on its hind legs in a grassy area in front of the mountain,76657,17168,coco_30k_10k.csv,513056
A tow truck is parked and is towing another vehicle.,11236,17183,coco_30k_10k.csv,491336
A herd of cattle walking down a street near lush green trees.,85576,17194,coco_30k_10k.csv,580418
"Man lying on floor playing with cat, in cluttered room.",89810,17203,coco_30k_10k.csv,247206
a group of people take a rest near their luggage,36992,17204,coco_30k_10k.csv,133210
A stack of black bags sitting on top of an airport floor.,14994,17250,coco_30k_10k.csv,511251
Large clock sitting on the side of a large building.,32564,17260,coco_30k_10k.csv,565989
A group of trains passing by each other on a track.,22446,17272,coco_30k_10k.csv,180982
A bald man in a suit looking down at something,54240,17297,coco_30k_10k.csv,557562
A brown and black dog is holding a red frisbee.,61106,17310,coco_30k_10k.csv,574208
a large sidewalk is filled with people walking around,66948,17320,coco_30k_10k.csv,307364
A cake that has paw prints and miniatures dogs on it.,86234,17343,coco_30k_10k.csv,140444
An elephant that is walking among some bushes.,46372,17347,coco_30k_10k.csv,541485
A huge dump truck is fenced in in front of a neighborhood.,39513,17355,coco_30k_10k.csv,450404
A group of people sitting on top of a sandy beach.,43547,17371,coco_30k_10k.csv,14494
A black cat standing inside of a piece of luggage.,3144,17376,coco_30k_10k.csv,51095
The elephant appears to have a lot of wrinkles.,63973,17381,coco_30k_10k.csv,445569
A shadow looks like a cat in a living room.,9794,17385,coco_30k_10k.csv,494634
A large boat in a harbor with a bridge behind it.,77916,17392,coco_30k_10k.csv,191138
Two men smiling and taking a picture together.,20854,17413,coco_30k_10k.csv,423506
A woman riding a pair of skis and reaching towards a dog.,21649,17414,coco_30k_10k.csv,500316
Couple of cows outside eating at the grass,7394,17433,coco_30k_10k.csv,216235
"Even before daybreak, the cows are in the milking pen",87487,17452,coco_30k_10k.csv,314616
A man standing next to an elephant with a long trunk.,84944,17455,coco_30k_10k.csv,369037
A man wearing a Tour de France t-shirt stands beside a statue of a cow.,72227,17462,coco_30k_10k.csv,386718
A group of people holding umbrellas in the middle of a graduation.,1541,17469,coco_30k_10k.csv,4975
a man in a purple shirt and a tie,70849,17487,coco_30k_10k.csv,60010
A white cat laying inside of a black boot.,85136,17492,coco_30k_10k.csv,167874
a black and white dog with a collar looking out a large window,17832,17496,coco_30k_10k.csv,487741
People with umbrellas walking down a street on a rainy day.,89787,17503,coco_30k_10k.csv,397274
A cat sitting on a rug in a room with a couch.,4645,17508,coco_30k_10k.csv,309044
Dog jumping in air to catch flying disc with adult sitting in background.,83774,17517,coco_30k_10k.csv,280709
A number of cattle outside some houses,19392,17527,coco_30k_10k.csv,241453
A cart stacked with several pieces of packaged items at a pickup location of a store.,88666,17533,coco_30k_10k.csv,309692
A young girl with glasses appears to be waiting with luggage at the baggage center.,30368,17537,coco_30k_10k.csv,323552
A sailboat docked beside a pier and other boats.,21958,17552,coco_30k_10k.csv,2290
Two white cattle standing in water next to some ducks.,18706,17558,coco_30k_10k.csv,548095
A baby nursing from its mother in the grass.,15511,17580,coco_30k_10k.csv,200217
A Pokemon and Mickey Mouse standing next to a light pole.,45030,17605,coco_30k_10k.csv,359851
a person standing with a broken umbrella,94762,17644,coco_30k_10k.csv,31235
Some very cute cows all lined up in a row.,32355,17657,coco_30k_10k.csv,32909
A woman wearing a white shirt and neck tie.,56695,17666,coco_30k_10k.csv,39513
A group of buses parked next to each other.,35212,17673,coco_30k_10k.csv,240804
The ugly tie with flowers is hanging up,51546,17682,coco_30k_10k.csv,162398
The girl with blue hair stands under the umbrella,78146,17689,coco_30k_10k.csv,168243
a blurry picture of a cat and a window,39275,17695,coco_30k_10k.csv,346865
A newspaper that has sunglasses on top of it sitting in front of books.,19436,17722,coco_30k_10k.csv,151358
An elephant is walking around his exhibit at the zoo,80958,17762,coco_30k_10k.csv,194188
A brown dog running with a yellow frisbee in it's mouth.,37734,17764,coco_30k_10k.csv,402778
A person in a red jacket holding an umbrella.,53472,17774,coco_30k_10k.csv,102778
A barn with a large American flag on the side of it.,20052,17777,coco_30k_10k.csv,223766
A young boy sitting on top of a cow statue.,44487,17809,coco_30k_10k.csv,326774
A group of cows standing next to a  line of laundry drying.,77364,17816,coco_30k_10k.csv,306582
An elephant eats leaves off of a tree.,49527,17842,coco_30k_10k.csv,324436
An old fire truck with an old sign in the back of the truck bed.,87784,17845,coco_30k_10k.csv,132210
A group of people with one person holding up a huge different color umbrella.,84358,17847,coco_30k_10k.csv,441543
A woman holding a blue umbrella while she walks beside other two women.,5988,17852,coco_30k_10k.csv,35076
A dog sitting behind a pair of black shoes.,61490,17854,coco_30k_10k.csv,412240
A white FedEx truck parked in front of a tall building.,11312,17856,coco_30k_10k.csv,277172
A dump truck parked by the side of a road.,98520,17863,coco_30k_10k.csv,350084
Crowd of people walking near trucks outside of large complex.,79381,17884,coco_30k_10k.csv,396851
A man brushing his teeth with a tooth brush.,42239,17896,coco_30k_10k.csv,110587
A section of a yard being dug up next to a building.,67846,17913,coco_30k_10k.csv,283441
A white polar bear laying on top of a pool of water.,6884,17915,coco_30k_10k.csv,212688
A group of people standing next to each other near a ground of people on a green patch fo grass.,93789,17924,coco_30k_10k.csv,279927
a small boat in a body of water,92542,17944,coco_30k_10k.csv,327466
A pretty lady wearing sunglasses holding a white frisbee.,88900,17953,coco_30k_10k.csv,22801
A woman that is standing near a open suitcase.,83270,17980,coco_30k_10k.csv,579462
An individual is in the open view in the picture.,74151,17994,coco_30k_10k.csv,200668
That is something being here taken in the picture.,97559,18005,coco_30k_10k.csv,221966
A cat is sitting on the ground beside a wheel of a bicycle.,92501,18051,coco_30k_10k.csv,317173
A herd of elephants of various ages standing out in an open plain.,84191,18056,coco_30k_10k.csv,510915
A man in a parking lot talking to the driver of an army green pickup truck.,2648,18057,coco_30k_10k.csv,89790
A young elephant by a pool of water in a zoo enclosure.,22903,18063,coco_30k_10k.csv,492817
A black bear sits at the base of his tree house at the zoo,18208,18096,coco_30k_10k.csv,438692
A cat curled next to various items and accessories.,58911,18114,coco_30k_10k.csv,18893
A group of people at the beach with umbrellas,42783,18129,coco_30k_10k.csv,319051
Young boy holding an umbrella on a rainy day.,19530,18133,coco_30k_10k.csv,313735
A girl standing on the sidewalk holding a blue umbrella.,24498,18134,coco_30k_10k.csv,553869
a baby elephant walk next to some adult elephants,51845,18137,coco_30k_10k.csv,122172
a couple of boats are sitting in the water,2129,18138,coco_30k_10k.csv,517570
a cat is starring at an old television,40216,18142,coco_30k_10k.csv,307649
a row of boats are lined up in the water,29989,18147,coco_30k_10k.csv,387551
Five people are riding in a red boat on the water.,57342,18149,coco_30k_10k.csv,544825
a cat sleeping on the floor with a little toy,30531,18154,coco_30k_10k.csv,66413
A caretaker looks after a small brown elephant,45924,18156,coco_30k_10k.csv,44165
A cat is lounging on a book shelf.,91503,18174,coco_30k_10k.csv,549410
An old truck carrying luggage at the back,67766,18189,coco_30k_10k.csv,446324
A large white polar bear laying on top of snow.,90793,18200,coco_30k_10k.csv,304481
A brown chair with a blue umbrella on top of it.,82849,18201,coco_30k_10k.csv,543402
"The large motorboat is painted yellow, grey, and white.",66249,18202,coco_30k_10k.csv,356923
A Chinese couple is posing for a photo.,64857,18207,coco_30k_10k.csv,155774
Is this picture of a girl and her suitcase hand tinted?,92377,18208,coco_30k_10k.csv,449485
A bird standing on top of a lush green field.,66562,18218,coco_30k_10k.csv,563050
The two cats are looking for something good to eat.,91901,18222,coco_30k_10k.csv,222146
A piece of brown luggage sitting on the side of a road.,9056,18225,coco_30k_10k.csv,475879
A person offering a donut to a cat.,53586,18231,coco_30k_10k.csv,190760
A cat laying under a chair next to a bottle of water.,49056,18232,coco_30k_10k.csv,499597
a parking meter is in front of a vehicle,74206,18237,coco_30k_10k.csv,123639
"Bulls, dogs and people all share the same street.",8985,18249,coco_30k_10k.csv,250804
A view of a red sports car with luggage on the back of it.,35563,18251,coco_30k_10k.csv,573105
A man wearing a tie and suspenders is standing with his hands in his pockets.,42964,18264,coco_30k_10k.csv,104422
People in navy uniforms and one person talking on a walkie- talkie.,60203,18266,coco_30k_10k.csv,3382
Group of black chairs sitting underneath a blue umbrella.,26035,18272,coco_30k_10k.csv,429505
A person with an umbrella walking down a rainy road.,39562,18276,coco_30k_10k.csv,207937
A young man with long red hair drinking from a glass.,84953,18287,coco_30k_10k.csv,208476
Umbrellas made and woven items on beach near waterway.,75490,18317,coco_30k_10k.csv,359546
A yellow train engine traveling down train tracks.,30662,18328,coco_30k_10k.csv,561967
The ship is sailing on the water as the people swim.,18282,18342,coco_30k_10k.csv,413446
cows are laying down on a patch of grass,31003,18382,coco_30k_10k.csv,93040
Shaggy cattle with horns graze on grass in a meadow.,95438,18409,coco_30k_10k.csv,288076
A black haired man wearing a white shirt and tie being filmed while speaking by a woman wearing red,63600,18417,coco_30k_10k.csv,512307
A brown dog laying on top of a white chair.,63130,18423,coco_30k_10k.csv,472582
A lot of blue and yellow umbrellas sitting under a clock.,14385,18424,coco_30k_10k.csv,95161
A loaded pickup and travel vehicle on the highway.,32435,18425,coco_30k_10k.csv,218208
A bunch of luggage that is in front of a truck.,15235,18435,coco_30k_10k.csv,487722
Someone who has one foot on a skateboard.,49970,18448,coco_30k_10k.csv,41842
a lady that is standing by some flowers,88811,18457,coco_30k_10k.csv,70240
Two young elephants are playing with each other.,3855,18459,coco_30k_10k.csv,568315
two boats sitting on the shore close to the water,22149,18481,coco_30k_10k.csv,278321
A train parked in front of a train station.,49127,18488,coco_30k_10k.csv,85097
Two boats sailing in the water near high grass.,31439,18513,coco_30k_10k.csv,458387
Heavy rain falls on a man holding a black umbrella.,32786,18516,coco_30k_10k.csv,527038
A crowd of pedestrians around a French monument.,86372,18520,coco_30k_10k.csv,12706
Adult with suitcase with purple tag at indoor facility.,84303,18529,coco_30k_10k.csv,339787
Cat sitting next to remote control on small counter.,70858,18531,coco_30k_10k.csv,435922
A hipster emo woman with very large breast.,31873,18548,coco_30k_10k.csv,352949
A boat sitting on the side of a white building.,63809,18549,coco_30k_10k.csv,426987
A dog looking over the side from the bed of a pickup truck,84870,18574,coco_30k_10k.csv,274058
A red and yellow train on the train tracks.,86491,18580,coco_30k_10k.csv,515022
cows inside a pen reaching for a woman,75962,18587,coco_30k_10k.csv,97362
Two people are riding on top of some elephants.,77280,18593,coco_30k_10k.csv,274399
a corner of a James Smith & Sons store with various umbrellas lined up in the window,13846,18597,coco_30k_10k.csv,7444
A piece of red luggage sitting next to a bench.,67984,18598,coco_30k_10k.csv,251044
A couple of men standing next to a blue truck.,7555,18599,coco_30k_10k.csv,159223
Several elephants walking in the dirt near grass.,24613,18613,coco_30k_10k.csv,476300
A man holding a phone up to take a selfie.,31436,18625,coco_30k_10k.csv,84097
A large elephant stomps around on the dirt covered ground.,89280,18627,coco_30k_10k.csv,129431
A man and woman look into each others eyes while getting married.,41501,18630,coco_30k_10k.csv,473219
there is a cat that is sitting on a mans lap,65892,18642,coco_30k_10k.csv,383846
A couple of people riding on the back of a horse carriage.,4787,18645,coco_30k_10k.csv,343401
A man standing up against a wall with his hands clasped together.,1864,18674,coco_30k_10k.csv,169539
A dog is in the bed of a truck with its tongue out.,56287,18686,coco_30k_10k.csv,504516
a brown bull is walking on some sand water and a rock,37483,18688,coco_30k_10k.csv,226973
A group of people standing next to each other on a field.,97055,18704,coco_30k_10k.csv,323799
"A bright, building-lined river heavily populated with boats.",83674,18722,coco_30k_10k.csv,205352
A couple of parking meters sitting on top of a patch of grass.,87175,18740,coco_30k_10k.csv,128829
A man wearing sun glasses is wearing a suit and tie and holding two things in his hands.,93777,18741,coco_30k_10k.csv,204767
A dog sitting on the side of an area where boats are docked in the water.,18660,18750,coco_30k_10k.csv,493797
there are many cows that are laying in this barn,30198,18772,coco_30k_10k.csv,414560
a man in glasses and a tie is smiling,77103,18774,coco_30k_10k.csv,477025
A photographer is setting up his lighting equipment.,72400,18775,coco_30k_10k.csv,93089
a cat is standing inside of a bathroom sink,7948,18779,coco_30k_10k.csv,419051
A kitty cat standing on a sink playing with a mirror.,34482,18782,coco_30k_10k.csv,122213
A group of people riding bikes down a street.,83264,18787,coco_30k_10k.csv,449638
A group of people stare at a group of elephants.,7986,18812,coco_30k_10k.csv,419344
Large special saddles are used while riding elephants.,51857,18826,coco_30k_10k.csv,477750
A parking meter covered in graffiti sitting on a  sidewalk.,79044,18831,coco_30k_10k.csv,341137
Two cows overlooking a mountain range and one is looking in the opposite direction of the other one.,19268,18848,coco_30k_10k.csv,414679
The green train is parked at the platform.,64784,18879,coco_30k_10k.csv,436691
A couple of brown cows walking across a green field.,6989,18883,coco_30k_10k.csv,400046
A woman holding a pink umbrella over her left shoulder.,43871,18887,coco_30k_10k.csv,66336
A woman walks out of the ocean towards a beach chair and umbrella.,99998,18918,coco_30k_10k.csv,84477
A two story white building with lots of umbrellas over them.,740,18923,coco_30k_10k.csv,293895
A parking meter sitting next to a small covered sign.,71065,18935,coco_30k_10k.csv,272185
an elephant standing in a field of grass surrounded by trees,22683,18938,coco_30k_10k.csv,435783
a beach with people and sand with a view of the water,26239,18946,coco_30k_10k.csv,22802
Construction equipment seen at work site in urban area.,97477,18966,coco_30k_10k.csv,107641
Two green freight trucks parked on the side of the road.,29473,18973,coco_30k_10k.csv,16466
a rusty flatbed truck sitting by a building,75080,19000,coco_30k_10k.csv,559614
An elephant with large white tusk standing next to a  forest.,14654,19005,coco_30k_10k.csv,424731
A woman sitting next to a parking meter.,2896,19010,coco_30k_10k.csv,46743
A white truck parked on the side of a road.,45395,19021,coco_30k_10k.csv,214106
The cows are standing on the hay in a meadow.,99586,19026,coco_30k_10k.csv,55241
A group of women walking across a parking lot with umbrellas.,90104,19027,coco_30k_10k.csv,460294
Several cows huddled in a patch of dirt.,15414,19086,coco_30k_10k.csv,91650
A single elephant standing in a large grassy field,72385,19102,coco_30k_10k.csv,38332
A rowboat parked at the base of a white lighthouse.,70635,19105,coco_30k_10k.csv,305223
A cat that is laying in a basket.,63594,19108,coco_30k_10k.csv,132690
A group of people who are seated together.,43613,19110,coco_30k_10k.csv,530313
A truck is moving along a city street.,89354,19118,coco_30k_10k.csv,501379
A truck that is parked on the side of the street.,99191,19136,coco_30k_10k.csv,300943
A bunch of cars that are parked in front of coin meters.,82868,19138,coco_30k_10k.csv,369470
A large black dog sitting on to of a trucks flat bed.,8785,19139,coco_30k_10k.csv,18098
A little girl that is standing with an umbrella.,19036,19176,coco_30k_10k.csv,408120
An old man scratching his head at a baseball game,45233,19179,coco_30k_10k.csv,293891
The passenger train is painted brown and white.,82062,19194,coco_30k_10k.csv,227590
"An elephant walks around a small, fenced-in area.",80244,19204,coco_30k_10k.csv,465449
A baby holding a blue umbrella inside the house.,66741,19211,coco_30k_10k.csv,391642
Adults enjoying time at sandy beach with sun and shade.,79569,19227,coco_30k_10k.csv,205253
A baby elephant being fed a bottle of milk.,53820,19230,coco_30k_10k.csv,267169
The cat is standing on top of the desk.,93283,19239,coco_30k_10k.csv,181739
The delivery truck has colorful bottles on the side of it.,60483,19245,coco_30k_10k.csv,366792
A stack of suitcases beside curtains made from white squares.,57209,19246,coco_30k_10k.csv,434915
Two black cat sitting in front of a window facing the backyard.,81299,19259,coco_30k_10k.csv,158109
A cat standing in between two grassy plants.,50040,19265,coco_30k_10k.csv,175729
a night time photo of a cab over truck,73521,19269,coco_30k_10k.csv,547309
A busy street is crowded with umbrellas on a rainy day.,14514,19271,coco_30k_10k.csv,466558
A brown cat lies down on a brown carpet.,28254,19311,coco_30k_10k.csv,501229
"Parking meter that is expired, with damp street below",10787,19316,coco_30k_10k.csv,476339
some people are sitting on a trolly outside,68699,19329,coco_30k_10k.csv,445722
two people riding on top of two horses,27908,19365,coco_30k_10k.csv,74309
two people in a wooden boat with sails on some water,22996,19371,coco_30k_10k.csv,522393
A truck that has boxes in the bed.,33677,19381,coco_30k_10k.csv,472415
A couple of multi-colored lawn chairs sitting on a beach.,35488,19384,coco_30k_10k.csv,506942
A bunch of people inside a crowded subway train.,77149,19392,coco_30k_10k.csv,183519
A cat is  sleeping inside a duffel bag.,87207,19403,coco_30k_10k.csv,396094
A blond woman kneeling in front of a parking meter.,435,19407,coco_30k_10k.csv,365366
a building that has some umbrellas in front,75664,19409,coco_30k_10k.csv,256630
A polar bear swimming through water in a zoo.,35572,19419,coco_30k_10k.csv,379836
People are on the beach with buildings in the background.,39246,19426,coco_30k_10k.csv,562084
A large cow walks over a fox in the grass.,66521,19435,coco_30k_10k.csv,11169
Many different boats that are on the water.,91377,19440,coco_30k_10k.csv,400431
A couple of men riding on the back of a boat.,43254,19443,coco_30k_10k.csv,431615
a busy road that is next to some buildings,96699,19452,coco_30k_10k.csv,314313
a man fixes a tie with a button up shirt,94901,19479,coco_30k_10k.csv,376059
"A red brick building as a backdrop, trained elephants entertain a crowd.",70966,19480,coco_30k_10k.csv,435260
A group of cows grazing in a field near a body of water.,35714,19484,coco_30k_10k.csv,129416
A man in a tie and dress shirt taking a picture with a cell phone.,32588,19493,coco_30k_10k.csv,183970
A very colorful room with models of cows afixed to the ceiling.,97766,19499,coco_30k_10k.csv,77963
The young men in suits are posing on a staircase.,39274,19501,coco_30k_10k.csv,61722
A bunch of people are rowing in some row boats.,31546,19516,coco_30k_10k.csv,220215
a couple of dogs that are sitting in a boat,52502,19519,coco_30k_10k.csv,17350
A windblown inverted umbrella mounted on a pole with city buildings behind.,38405,19521,coco_30k_10k.csv,528980
Large elephant rubbing itself up against a large tree.,729,19535,coco_30k_10k.csv,468604
Two parking meters take credit cards and allow 2 hour parking,71199,19536,coco_30k_10k.csv,554740
a couple of kids are standing in a grassy field,63921,19540,coco_30k_10k.csv,420113
A cow grazing on grass and flowers next to a river.,14999,19552,coco_30k_10k.csv,422698
An animation of a girl holding an umbrella is shown.,22124,19554,coco_30k_10k.csv,181714
A train has been tagged with colorful graffiti.,93343,19558,coco_30k_10k.csv,70460
A black and white cat sleeps next to a stuffed bear.,3457,19565,coco_30k_10k.csv,414481
A big elephant makes its way across the road with onlookers in the car.,77684,19573,coco_30k_10k.csv,166664
A group of cows looking at camera by trees.,50039,19576,coco_30k_10k.csv,483893
A squinting dog on a brick patio sniffs a cup of coffee.,33539,19587,coco_30k_10k.csv,521348
The dog is pulling a woman on a skateboard.,82272,19589,coco_30k_10k.csv,500100
The umbrella is inside of a potted plant on the wooden balcony.,90145,19622,coco_30k_10k.csv,38645
A man with a yellow umbrella waves a flag on the shore of a river.,69090,19624,coco_30k_10k.csv,257076
A wet suitcase with a single shoe in it.,93097,19625,coco_30k_10k.csv,417190
A white truck parked on the beach with its door open,30620,19630,coco_30k_10k.csv,196715
A white fishing boat goes under a bridge.,66139,19633,coco_30k_10k.csv,82263
a little teddy bear stands on a table next to a chocolate dessert,12062,19641,coco_30k_10k.csv,73453
A young man on a skateboard doing tricks.,41113,19668,coco_30k_10k.csv,450543
A man sleeping next to a dachshund puppy.,88336,19677,coco_30k_10k.csv,94271
A skier on a snow covered mountain resort.,38705,19685,coco_30k_10k.csv,445602
The dog is laying in the green grass with a red frisbee.,74860,19693,coco_30k_10k.csv,408008
"A crispy pizza with vegetables, cheese and sauce.",52,19719,coco_30k_10k.csv,536894
Multiple types of vegetables sitting in a card board box.,54870,19730,coco_30k_10k.csv,184590
Snow skiers at the base of the mountain slope.,63244,19732,coco_30k_10k.csv,426259
Elderly man examines fruit on display in a store.,61828,19736,coco_30k_10k.csv,191078
A man going of a jump while skiing,41766,19756,coco_30k_10k.csv,213457
A picture of a plate of food on a table.,89133,19789,coco_30k_10k.csv,512729
a woman with a rope leading a horse,83815,19799,coco_30k_10k.csv,54931
A zebra is next to fences standing on white ground.,71435,19818,coco_30k_10k.csv,317024
A person skis past two people and a dog,79884,19828,coco_30k_10k.csv,144862
A puffy pie is on a cooler grate on white tiles.,95728,19840,coco_30k_10k.csv,434043
A woman trying to take a frisbee from her dog.,33339,19852,coco_30k_10k.csv,471483
Two skateboards with neon green wheels and no one riding.,77317,19855,coco_30k_10k.csv,472671
A plate of Italian food with vegetables sitting next to a fork,16711,19867,coco_30k_10k.csv,136795
A person holds a misshapen carrot over a kitchen counter.,9199,19868,coco_30k_10k.csv,442301
Remnants of a meal sit on a square plate on a colorful surface.,60577,19870,coco_30k_10k.csv,411871
A jockey riding a horse as it leaps into the air.,86164,19885,coco_30k_10k.csv,77063
"A horse standing by a bucket, in the entrance way to a stone tunnel.",44064,19890,coco_30k_10k.csv,514690
Two black bears standing next to each other.,34188,19898,coco_30k_10k.csv,343571
A very long submarine sandwich sitting on a table next to bottles of alcohol.,53752,19903,coco_30k_10k.csv,448923
A plate filled with a bowl of vegetables and two slices of bread with a spread on them.,1747,19906,coco_30k_10k.csv,30785
A skier in a race jumping over a small hill,64926,19916,coco_30k_10k.csv,351715
